# Constructed from biom file
#OTU ID	ERR1513669	ERR1513670	ERR1513671	ERR1513672	ERR1513673	ERR1513674	ERR1513675	ERR1513676	ERR1513677	ERR1513678	ERR1513679	ERR1513680	ERR1513681	ERR1513682	ERR1513683	ERR1513684	ERR1513685	ERR1513686	ERR1513687	ERR1513688	ERR1513689	ERR1513690	ERR1513691	ERR1513692	ERR1513693	ERR1513694	ERR1513695	ERR1513696	ERR1513698	ERR1513699	ERR1513700	ERR1513701	ERR1513702	ERR1513703	ERR1513704	ERR1513705	ERR1513706	ERR1513707	ERR1513708	ERR1513709	ERR1513710	ERR1513711	ERR1513712	ERR1513713	ERR1513714	ERR1513715	ERR1513716	ERR1513717	ERR1513718	ERR1513719	ERR1513721	ERR1513722	ERR1513723	ERR1513724	ERR1513725	ERR1513726	ERR1513727	ERR1513728	ERR1513729	ERR1513730	ERR1513731	ERR1513732	ERR1513733	ERR1513734	ERR1513735	ERR1513736	ERR1513737	ERR1513738	ERR1513739	ERR1513740	ERR1513741	ERR1513742	ERR1513743	ERR1513744	ERR1513745	ERR1513746	ERR1513747	ERR1513748	ERR1513749	ERR1513750	ERR1513751	ERR1513752	ERR1513753	ERR1513754	ERR1513755	ERR1513756	ERR1513757	ERR1513758	ERR1513759	ERR1513760	ERR1513761	ERR1513762	ERR1513763	ERR1513764	ERR1513765	ERR1513766	ERR1513768	ERR1513769	ERR1513770	ERR1513771	ERR1513772	ERR1513773	ERR1513775	ERR1513776	ERR1513777	ERR1513778	ERR1513780	ERR1513781	ERR1513782	ERR1513783	ERR1513784	ERR1513785	ERR1513786	ERR1513787	ERR1513788	ERR1513789	ERR1513790	ERR1513793	ERR1513794	ERR1513795	ERR1513796	ERR1513797	ERR1513798	ERR1513799	ERR1513800	ERR1513801	ERR1513802	ERR1513803	ERR1513804	ERR1513805	ERR1513806	ERR1513807	ERR1513808	ERR1513810	ERR1513811	ERR1513812	ERR1513813	ERR1513815	ERR1513816	ERR1513817	ERR1513819	ERR1513820	ERR1513821	ERR1513822	ERR1513823	ERR1513824	ERR1513825	ERR1513826	ERR1513827	ERR1513828	ERR1513829	ERR1513830	ERR1513831	ERR1513832	ERR1513833	ERR1513834	ERR1513835	ERR1513836	ERR1513837	ERR1513838	ERR1513839	ERR1513840	ERR1513841	ERR1513842	ERR1513843	ERR1513844	ERR1513845	ERR1513846	ERR1513847	ERR1513849	ERR1513850	ERR1513851	ERR1513853	ERR1513854	ERR1513855	ERR1513856	ERR1513857	ERR1513858	ERR1513859	ERR1513860	ERR1513861	ERR1513862	ERR1513863	ERR1513864	ERR1513865	ERR1513866	ERR1513867	ERR1513868	ERR1513869	ERR1513870	ERR1513871	ERR1513872	ERR1513873	ERR1513874	ERR1513875	ERR1513876	ERR1513877	ERR1513878	ERR1513879	ERR1513880	ERR1513881	ERR1513882	ERR1513883	ERR1513884	ERR1513885	ERR1513886	ERR1513887	ERR1513888	ERR1513889	ERR1513890	ERR1513891	ERR1513892	ERR1513894	ERR1513896	ERR1513898	ERR1513899	ERR1513900	ERR1513901	ERR1513902	ERR1513903	ERR1513904	ERR1513905	ERR1513906	ERR1513907	ERR1513908	ERR1513909	ERR1513910	ERR1513911	ERR1513912	ERR1513913	ERR1513914	ERR1513915	ERR1513916	ERR1513917	ERR1513918	ERR1513919	ERR1513920	ERR1513921	ERR1513922	ERR1513923	ERR1513924	ERR1513925	ERR1513926	ERR1513927	ERR1513928	ERR1513929	ERR1513930	ERR1513931	ERR1513932	ERR1513933	ERR1513934	ERR1513935	ERR1513936	ERR1513938	ERR1513939	ERR1513940	ERR1513941	ERR1513942	ERR1513943	ERR1513944	ERR1513945	ERR1513946	ERR1513947	ERR1513948	ERR1513949	ERR1513950	ERR1513951	ERR1513952	ERR1513953	ERR1513954	ERR1513955	ERR1513956	ERR1513957	ERR1513958	ERR1513959	ERR1513960	ERR1513961	ERR1513963	ERR1513964	ERR1513965	ERR1513966	ERR1513967	ERR1513968	ERR1513969	ERR1513970	ERR1513971	ERR1513972	ERR1513973	ERR1513974	ERR1513975	ERR1513976	ERR1513977	ERR1513978	ERR1513979	ERR1513980	ERR1513981	ERR1513982	ERR1513983	ERR1513984	ERR1513985	ERR1513986	ERR1513987	ERR1513988	ERR1513989	ERR1513990	ERR1513991	ERR1513992	ERR1513993	ERR1513994	ERR1513995	ERR1513996	ERR1513997	ERR1513998	ERR1513999	ERR1514000	ERR1514001	ERR1514002	ERR1514003	ERR1514004	ERR1514005	ERR1514006	ERR1514007	ERR1514008	ERR1514009	ERR1514010	ERR1514011	ERR1514012	ERR1514013	ERR1514014	ERR1514015
k__Bacteria;__;__;__;__;__	0.0	4.0	19.0	14.0	7.0	27.0	274.0	3.0	4.0	7.0	839.0	193.0	8.0	5.0	2.0	6.0	2.0	0.0	141.0	9.0	15.0	372.0	14.0	369.0	1833.0	5.0	63.0	1766.0	18.0	8.0	2.0	0.0	0.0	51.0	243.0	3.0	15.0	0.0	3.0	21.0	67.0	9.0	32.0	17.0	461.0	83.0	0.0	60.0	2.0	6.0	13.0	5.0	9.0	0.0	2.0	8.0	24.0	5.0	6.0	9.0	9.0	0.0	434.0	892.0	5.0	2.0	4.0	5.0	2.0	19.0	119.0	0.0	305.0	26.0	5.0	7.0	2.0	5.0	0.0	11.0	9.0	13.0	4.0	9.0	2.0	20.0	6.0	7.0	799.0	0.0	20.0	8.0	11.0	0.0	8.0	0.0	1237.0	0.0	170.0	921.0	4.0	205.0	7.0	20.0	540.0	7.0	8.0	5.0	113.0	12.0	6.0	13.0	4.0	2.0	29.0	0.0	174.0	19.0	8.0	34.0	644.0	12.0	2.0	8.0	37.0	13.0	2.0	17.0	4.0	8.0	16.0	68.0	4.0	158.0	11.0	0.0	13.0	123.0	22.0	15.0	13.0	30.0	4.0	14.0	484.0	2.0	309.0	12.0	28.0	12.0	7.0	11.0	9.0	396.0	9.0	10.0	130.0	7.0	3.0	12.0	7.0	8.0	95.0	19.0	8.0	4.0	3.0	0.0	0.0	0.0	2.0	0.0	12.0	23.0	10.0	2.0	48.0	2.0	100.0	5.0	151.0	1651.0	4.0	18.0	4.0	69.0	8.0	3.0	237.0	42.0	19.0	45.0	95.0	2.0	9.0	266.0	6.0	10.0	3.0	9.0	2.0	0.0	279.0	110.0	0.0	96.0	5.0	23.0	5.0	30.0	24.0	36.0	9.0	4.0	299.0	0.0	79.0	1391.0	0.0	22.0	4.0	2.0	168.0	0.0	425.0	19.0	7.0	344.0	16.0	567.0	30.0	18.0	303.0	2.0	0.0	0.0	0.0	64.0	15.0	0.0	215.0	2.0	8.0	185.0	42.0	283.0	2.0	13.0	2.0	904.0	0.0	5.0	9.0	34.0	3.0	0.0	9.0	202.0	264.0	30.0	0.0	60.0	46.0	194.0	12.0	14.0	0.0	0.0	1024.0	12.0	566.0	2.0	465.0	8.0	2.0	8.0	3.0	0.0	344.0	112.0	842.0	20.0	25.0	4.0	0.0	301.0	27.0	2.0	44.0	4.0	7.0	85.0	6.0	13.0	21.0	119.0	1113.0	32.0	0.0	0.0	493.0	28.0	499.0	201.0	13.0	886.0	179.0	612.0	30.0	4.0	4.0	0.0	18.0	1142.0	0.0	5.0	12.0	4.0	10.0	66.0	30.0	27.0	3.0	3.0	21.0	23.0	0.0	13.0	21.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptococcaceae;g__Peptococcus	0.0	0.0	0.0	17.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	9.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	9.0	14.0	0.0	2.0	0.0	0.0	0.0	243.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales;g__Gemmiger	0.0	215.0	34.0	0.0	0.0	0.0	53.0	8.0	85.0	69.0	196.0	443.0	119.0	10.0	39.0	11.0	0.0	105.0	6.0	0.0	31.0	4.0	1272.0	51.0	311.0	0.0	0.0	28.0	84.0	10.0	0.0	0.0	54.0	0.0	0.0	3.0	0.0	0.0	34.0	186.0	44.0	0.0	100.0	167.0	129.0	0.0	0.0	233.0	13.0	267.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	489.0	0.0	0.0	225.0	50.0	104.0	0.0	0.0	0.0	8.0	0.0	19.0	0.0	27.0	252.0	0.0	0.0	26.0	1065.0	15.0	128.0	0.0	72.0	24.0	13.0	0.0	206.0	0.0	51.0	0.0	0.0	24.0	0.0	62.0	10.0	20.0	22.0	10.0	0.0	137.0	14.0	0.0	138.0	0.0	119.0	110.0	0.0	0.0	251.0	0.0	36.0	0.0	0.0	0.0	0.0	122.0	0.0	0.0	29.0	0.0	0.0	104.0	0.0	146.0	26.0	92.0	0.0	104.0	532.0	0.0	0.0	0.0	16.0	47.0	0.0	0.0	140.0	40.0	17.0	26.0	0.0	0.0	0.0	0.0	0.0	150.0	0.0	84.0	0.0	27.0	402.0	0.0	23.0	0.0	86.0	0.0	0.0	71.0	0.0	23.0	0.0	72.0	0.0	0.0	353.0	0.0	0.0	153.0	94.0	5.0	0.0	0.0	0.0	45.0	0.0	214.0	0.0	128.0	0.0	0.0	0.0	60.0	45.0	27.0	0.0	146.0	93.0	254.0	68.0	0.0	150.0	0.0	65.0	54.0	96.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	35.0	30.0	25.0	20.0	0.0	136.0	16.0	55.0	444.0	57.0	0.0	9.0	363.0	18.0	37.0	229.0	21.0	0.0	0.0	0.0	0.0	10.0	55.0	75.0	70.0	110.0	51.0	75.0	147.0	48.0	53.0	31.0	78.0	13.0	32.0	0.0	30.0	157.0	0.0	0.0	158.0	0.0	56.0	24.0	0.0	225.0	228.0	12.0	209.0	0.0	6.0	462.0	0.0	56.0	86.0	0.0	31.0	0.0	57.0	9.0	0.0	0.0	69.0	121.0	82.0	41.0	0.0	204.0	0.0	7.0	38.0	171.0	0.0	13.0	0.0	147.0	115.0	224.0	18.0	0.0	124.0	0.0	0.0	36.0	34.0	181.0	0.0	0.0	11.0	0.0	173.0	0.0	67.0	0.0	0.0	122.0	12.0	0.0	464.0	120.0	36.0	123.0	43.0	79.0	363.0	106.0	76.0	991.0	169.0	0.0	0.0	116.0	60.0	21.0	75.0	0.0	53.0	70.0	702.0	62.0	83.0	362.0	200.0	0.0	33.0	11.0	1412.0	52.0	8.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;__	106.0	203.0	252.0	83.0	1071.0	285.0	52.0	68.0	258.0	961.0	24.0	64.0	132.0	38.0	3.0	25.0	0.0	265.0	20.0	177.0	108.0	75.0	39.0	707.0	154.0	10.0	48.0	33.0	408.0	0.0	381.0	644.0	686.0	73.0	160.0	54.0	0.0	4.0	41.0	0.0	531.0	53.0	488.0	28.0	879.0	332.0	380.0	1298.0	485.0	21.0	539.0	79.0	669.0	667.0	27.0	111.0	234.0	331.0	13.0	193.0	166.0	364.0	964.0	501.0	252.0	252.0	1427.0	16.0	108.0	1311.0	111.0	42.0	494.0	1085.0	28.0	216.0	169.0	387.0	457.0	210.0	1586.0	669.0	286.0	505.0	0.0	92.0	281.0	406.0	781.0	114.0	457.0	583.0	457.0	49.0	84.0	305.0	453.0	210.0	324.0	373.0	842.0	611.0	10.0	93.0	2694.0	6.0	0.0	339.0	43.0	27.0	69.0	213.0	1029.0	0.0	477.0	36.0	32.0	105.0	43.0	38.0	108.0	52.0	340.0	458.0	489.0	362.0	19.0	435.0	308.0	99.0	249.0	98.0	66.0	82.0	9.0	562.0	487.0	45.0	1110.0	584.0	225.0	190.0	77.0	92.0	768.0	52.0	454.0	147.0	29.0	578.0	321.0	42.0	67.0	929.0	131.0	295.0	537.0	0.0	223.0	6.0	696.0	680.0	25.0	293.0	123.0	376.0	1304.0	125.0	156.0	406.0	10.0	343.0	383.0	63.0	312.0	290.0	226.0	0.0	238.0	105.0	211.0	206.0	101.0	62.0	756.0	284.0	474.0	19.0	459.0	983.0	202.0	545.0	1058.0	199.0	239.0	1049.0	82.0	240.0	3.0	140.0	33.0	41.0	242.0	242.0	4.0	393.0	393.0	42.0	181.0	84.0	37.0	0.0	11.0	1590.0	696.0	4.0	207.0	176.0	29.0	211.0	73.0	127.0	160.0	363.0	266.0	193.0	78.0	91.0	229.0	1469.0	102.0	154.0	952.0	130.0	426.0	0.0	0.0	153.0	218.0	67.0	230.0	640.0	212.0	199.0	189.0	47.0	442.0	177.0	103.0	1355.0	22.0	24.0	145.0	115.0	56.0	807.0	22.0	32.0	136.0	125.0	20.0	516.0	251.0	169.0	110.0	63.0	113.0	148.0	658.0	443.0	717.0	298.0	507.0	335.0	845.0	210.0	68.0	305.0	368.0	250.0	385.0	83.0	150.0	58.0	64.0	874.0	102.0	233.0	31.0	215.0	191.0	172.0	45.0	139.0	159.0	798.0	455.0	220.0	201.0	1017.0	323.0	79.0	1017.0	633.0	138.0	152.0	527.0	711.0	659.0	29.0	352.0	1309.0	739.0	39.0	113.0	807.0	172.0	0.0	260.0	1218.0	650.0	281.0	469.0	337.0	157.0	39.0	118.0	316.0	54.0	18.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Faecalibacterium	89.0	632.0	496.0	348.0	26.0	427.0	728.0	670.0	584.0	3131.0	13.0	57.0	1824.0	8.0	433.0	847.0	33.0	2253.0	6.0	0.0	241.0	159.0	1214.0	1041.0	1118.0	0.0	264.0	420.0	980.0	19.0	0.0	0.0	2657.0	186.0	1616.0	150.0	0.0	1018.0	479.0	413.0	1251.0	0.0	623.0	305.0	4061.0	1344.0	974.0	3259.0	2264.0	720.0	0.0	9.0	539.0	315.0	384.0	0.0	2211.0	0.0	253.0	735.0	0.0	4.0	2568.0	1418.0	1883.0	106.0	0.0	263.0	1245.0	515.0	579.0	112.0	649.0	3081.0	61.0	831.0	1087.0	1020.0	1332.0	1111.0	0.0	2142.0	121.0	1831.0	0.0	413.0	1384.0	596.0	725.0	203.0	1232.0	1687.0	1974.0	52.0	202.0	840.0	1039.0	0.0	1339.0	2786.0	1560.0	3166.0	0.0	501.0	2485.0	4.0	0.0	79.0	108.0	155.0	61.0	610.0	30.0	0.0	574.0	51.0	131.0	480.0	0.0	765.0	687.0	0.0	0.0	432.0	847.0	149.0	0.0	329.0	769.0	173.0	946.0	540.0	443.0	182.0	232.0	2309.0	2227.0	342.0	951.0	2155.0	155.0	2281.0	0.0	0.0	2006.0	0.0	1248.0	826.0	30.0	3838.0	1858.0	73.0	12.0	1668.0	0.0	116.0	1021.0	18.0	110.0	563.0	2910.0	0.0	489.0	1020.0	0.0	336.0	512.0	1497.0	128.0	0.0	120.0	609.0	1863.0	465.0	934.0	0.0	228.0	72.0	350.0	0.0	1622.0	661.0	1610.0	188.0	1020.0	862.0	1379.0	129.0	125.0	4000.0	718.0	272.0	1245.0	671.0	2041.0	0.0	0.0	895.0	0.0	0.0	58.0	62.0	1921.0	355.0	209.0	1906.0	2435.0	356.0	1000.0	68.0	69.0	155.0	19.0	7.0	316.0	35.0	876.0	2498.0	207.0	35.0	1742.0	4.0	196.0	1187.0	337.0	2195.0	141.0	104.0	1446.0	2950.0	523.0	205.0	1294.0	1922.0	1175.0	5.0	19.0	1778.0	1010.0	0.0	106.0	1787.0	1765.0	589.0	942.0	170.0	6190.0	506.0	22.0	1219.0	212.0	18.0	418.0	0.0	64.0	2877.0	126.0	60.0	1796.0	236.0	28.0	283.0	1148.0	567.0	734.0	73.0	364.0	691.0	874.0	267.0	23.0	815.0	340.0	1828.0	976.0	354.0	1024.0	1049.0	1113.0	660.0	443.0	673.0	112.0	1015.0	81.0	2922.0	12.0	11.0	1059.0	293.0	1454.0	277.0	778.0	636.0	11.0	253.0	653.0	344.0	1410.0	296.0	531.0	648.0	1138.0	2002.0	931.0	758.0	2707.0	1968.0	129.0	271.0	1132.0	0.0	2165.0	156.0	615.0	87.0	0.0	698.0	665.0	4065.0	674.0	1103.0	3883.0	1302.0	672.0	296.0	1217.0	1013.0	141.0	81.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;__;__	9.0	1227.0	103.0	516.0	305.0	99.0	118.0	75.0	397.0	142.0	195.0	203.0	1212.0	2.0	33.0	30.0	14.0	195.0	833.0	15.0	957.0	410.0	337.0	1462.0	540.0	8.0	28.0	527.0	104.0	14.0	52.0	47.0	1375.0	16.0	1109.0	140.0	51.0	0.0	59.0	5.0	462.0	213.0	324.0	91.0	1114.0	203.0	224.0	1438.0	54.0	49.0	34.0	55.0	35.0	63.0	90.0	0.0	189.0	191.0	126.0	69.0	0.0	2.0	603.0	686.0	118.0	25.0	606.0	801.0	181.0	46.0	463.0	241.0	480.0	664.0	34.0	40.0	216.0	976.0	74.0	104.0	292.0	306.0	205.0	191.0	0.0	228.0	933.0	433.0	1499.0	123.0	1453.0	109.0	300.0	7.0	37.0	50.0	2174.0	37.0	2131.0	417.0	10.0	1211.0	48.0	283.0	2497.0	4.0	23.0	150.0	17.0	87.0	670.0	613.0	115.0	24.0	59.0	4.0	2121.0	271.0	1180.0	72.0	261.0	384.0	23.0	112.0	67.0	284.0	31.0	452.0	712.0	236.0	189.0	177.0	68.0	118.0	62.0	790.0	1483.0	263.0	100.0	304.0	4377.0	176.0	13.0	33.0	1628.0	6.0	574.0	14.0	576.0	506.0	57.0	19.0	231.0	617.0	129.0	22.0	1559.0	2.0	4.0	633.0	1197.0	20.0	35.0	77.0	49.0	51.0	549.0	137.0	101.0	1824.0	393.0	836.0	1172.0	591.0	288.0	849.0	306.0	88.0	648.0	4.0	87.0	510.0	207.0	3.0	177.0	1254.0	89.0	0.0	1188.0	296.0	364.0	285.0	300.0	564.0	57.0	450.0	81.0	186.0	18.0	61.0	33.0	24.0	113.0	749.0	27.0	990.0	203.0	549.0	105.0	2295.0	322.0	10.0	1682.0	925.0	1193.0	36.0	1024.0	280.0	24.0	208.0	353.0	0.0	604.0	134.0	1063.0	335.0	116.0	465.0	158.0	1228.0	335.0	53.0	1673.0	22.0	125.0	32.0	13.0	357.0	660.0	58.0	2568.0	700.0	412.0	596.0	261.0	585.0	66.0	941.0	17.0	433.0	92.0	199.0	103.0	186.0	1372.0	738.0	0.0	504.0	64.0	2.0	11.0	268.0	732.0	1284.0	154.0	73.0	15.0	141.0	1676.0	180.0	3335.0	47.0	496.0	93.0	1243.0	1061.0	51.0	51.0	1536.0	658.0	2270.0	320.0	372.0	70.0	0.0	3311.0	99.0	0.0	229.0	36.0	3164.0	996.0	39.0	441.0	189.0	1457.0	981.0	140.0	390.0	116.0	119.0	291.0	575.0	731.0	56.0	1697.0	154.0	1318.0	15.0	307.0	97.0	90.0	1182.0	1180.0	53.0	83.0	71.0	46.0	742.0	1414.0	34.0	272.0	134.0	18.0	237.0	186.0	206.0	597.0	99.0	0.0
k__Bacteria;p__Bacteroidetes;__;__;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	4.0	2.0	0.0	22.0	0.0	0.0	21.0	4.0	19.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	46.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	7.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	103.0	0.0	41.0	0.0	2.0	0.0	0.0	4.0	9.0	14.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	2.0	0.0	76.0	0.0	47.0	0.0	0.0	139.0	0.0	2.0	0.0	49.0	0.0	0.0	0.0	0.0	83.0	129.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	193.0	0.0	2.0	0.0	20.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	30.0	18.0	0.0	15.0	0.0	2.0	0.0	149.0	0.0	0.0	2.0	0.0	16.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	10.0	0.0	0.0	3.0	4.0	228.0	0.0	0.0	7.0	0.0	3.0	39.0	0.0	0.0	0.0	314.0	4.0	0.0	0.0	0.0	0.0	107.0	0.0	17.0	6.0	97.0	0.0	0.0	0.0	0.0	21.0	0.0	407.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	6.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.0	56.0	0.0	0.0	0.0	0.0	7.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	46.0	0.0	0.0	3.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;__	3431.0	233.0	8997.0	5094.0	9420.0	5735.0	853.0	3767.0	3194.0	77.0	1012.0	1456.0	38.0	6187.0	2675.0	2734.0	755.0	5718.0	5240.0	21.0	25.0	2590.0	1143.0	79.0	37.0	3829.0	1488.0	916.0	4819.0	3454.0	6640.0	603.0	3640.0	13540.0	7.0	2183.0	228.0	12254.0	1986.0	2286.0	11.0	135.0	2356.0	1788.0	46.0	1397.0	2152.0	53.0	8.0	0.0	4196.0	5626.0	5955.0	120.0	2171.0	5490.0	249.0	246.0	1899.0	8.0	5822.0	8011.0	1913.0	91.0	73.0	1567.0	6517.0	592.0	46.0	1961.0	1717.0	2025.0	1542.0	0.0	6437.0	32.0	3.0	4.0	66.0	5573.0	57.0	44.0	27.0	0.0	4981.0	6077.0	2520.0	15.0	2810.0	10070.0	7.0	13.0	8.0	4548.0	0.0	3213.0	0.0	0.0	3400.0	21.0	5806.0	135.0	20.0	1136.0	481.0	903.0	45.0	16.0	2879.0	1186.0	2959.0	0.0	1744.0	3269.0	72.0	685.0	1420.0	7.0	94.0	3649.0	605.0	45.0	99.0	22.0	159.0	2115.0	28.0	413.0	3716.0	465.0	0.0	579.0	134.0	229.0	1240.0	0.0	418.0	1639.0	87.0	10.0	0.0	260.0	5309.0	3252.0	10.0	1171.0	19.0	2489.0	2878.0	12.0	59.0	463.0	18.0	815.0	3999.0	3408.0	31.0	5595.0	2785.0	26.0	11774.0	40.0	379.0	9049.0	3951.0	151.0	6.0	0.0	2681.0	10349.0	2982.0	1233.0	0.0	40.0	1673.0	29.0	4918.0	0.0	91.0	370.0	72.0	2732.0	4636.0	1440.0	7.0	0.0	0.0	4927.0	10.0	38.0	189.0	14.0	1729.0	30.0	217.0	4.0	5269.0	67.0	3353.0	0.0	1129.0	1611.0	4644.0	1430.0	804.0	1391.0	0.0	1627.0	37.0	398.0	2283.0	2884.0	39.0	56.0	2924.0	2040.0	3046.0	79.0	1121.0	8637.0	3617.0	11941.0	3742.0	28.0	4311.0	2825.0	6267.0	0.0	4178.0	287.0	1497.0	2325.0	0.0	299.0	140.0	3364.0	2918.0	1454.0	5001.0	2550.0	2451.0	10.0	5550.0	997.0	7499.0	2191.0	0.0	71.0	725.0	100.0	852.0	86.0	53.0	3582.0	1135.0	10.0	2662.0	1338.0	3606.0	29.0	594.0	2549.0	1364.0	58.0	3300.0	7.0	4018.0	11.0	3394.0	11.0	47.0	16.0	1149.0	3932.0	7.0	3039.0	9.0	7.0	1783.0	2779.0	1508.0	0.0	2099.0	3241.0	9154.0	231.0	14.0	17739.0	5187.0	5853.0	0.0	4974.0	1505.0	1284.0	6094.0	218.0	3309.0	3363.0	6.0	2054.0	459.0	402.0	10.0	4294.0	3372.0	5535.0	1169.0	2862.0	1054.0	1552.0	0.0	32.0	1644.0	3999.0	873.0	0.0	949.0	2880.0	549.0	2009.0	2611.0	5.0	1764.0	16.0	0.0	3219.0	224.0	5776.0	3794.0	3641.0
